file_number;language;text;soft_skills
56;en;"Concord isn't your typical consulting firm; we are an execution company with a passion for making things happen. Our mission is to help clients enhance customer experiences, optimize operations, and revolutionize their product offerings through seamless integration, optimization, and activation of technology and data.


We are seeking a highly skilled and experienced Machine Learning/AI Engineer to join our dynamic team. Our portfolio offers software tools coupled with content and services that customers need to make decisions with confidence.


Responsibilities

• Develop predictive models using supervised and unsupervised machine learning/deep learning
• Build models for legal predictive analytics, natural language understanding, conversational AI, robotic accounting, forecasting and anomaly detection
• Provide expertise in data wrangling, exploratory data analysis and feature engineering with large data sets
• Support the development of proofs of concept to demonstrate the application of AI/ML capabilities in solving customer problems in collaboration with product and other development teams
• Collaborate effectively with other teams across the organization
• A self-starter who can align the technology solution with a business goal


Qualifications

3+ years’ experience in supporting the development of production-ready solutions leveraging AI technologies: NLP, Deep Learning, Machine Learning
Strong hands-on expertise in Python and open source libraries/frameworks/tools such as NumPy, SciPy, scikit-learn, pandas, matplotlib, spaCy, NLTK, jupyter, anaconda, transformers, etc.
Experience with deep learning frameworks such as TensorFlow, Keras, PyTorch
Experience in applying deep learning to NLP
Experience with designing, building, and optimizing data and model training pipelines
Experience with cloud-based platforms (AWS or Azure) for solution delivery
Experience working with agile and Software Development Lifecycle tools (e.g. JIRA, Confluence, Git) and Test-Driven Development (TDD)
Undergraduate or Graduate degree (MS or PhD) in Computer Science, Engineering, Mathematics or equivalent, specializing in machine learning or a related field
Advanced English skills (B2 or higher)


Nice to have

Experience in SageMaker or Azure ML Studio a plus
Computer vision modeling a plus
Experience in the healthcare industry is a big plus


Job specifications

Contract type: contractor (6 to 12 months)
Location: Latin America (remote)
Timezone: US timezone
";['communication', 'teamwork', 'problem solving', 'analytical skills', 'project management']
57;en;"Data Engineer/Machine Learning Engineer 



Position Summary:



Our partner is looking for a saavy Data Engineer/Machine Learning Engineer to join a cutting-edge development team and develop top of the industry fintech applications partnering with quantum teams and Data Science teams! In this role you play a crucial role in designing, building and maintaining data pipelines that enable efficient data processing, storage, and analysis. You will be a part of a team that’s building innovative analytical tools and frameworks to exploit advantages in the latest fintech developments in cloud computing. Finally, you will be a crucial part in shaping future highly functional applications to deliver successful high quality, and sustainability of solutions.


Experience and Education:



BS in Computer Engineering or Computer Science, Statistics, Informatics or related experience/field
5+ years of experience with data management, data management tools and data quality
Strong understanding of machine learning concepts, algorithms, and deep learning architectures
Experience managing data streams with varied files format such as EDI, XML, Flat Files, others
Familiar with stream-processing systems: Apache Kafka, Spark-Streaming, others


Technology Skills and Strengths:



Kafka
Airflow
Spark
Python
AWS
AWS services (S3, AWS Lambda, AWS Glue, others)
Data warehousing
Data pipelines
Data architecture
Data management
Data security
ETL processes
Machine Learning operations (MLOps)
ML model evaluation and optimization
Metadata dependency
Workload management
SQL and NoSQL DB (such us NumPy, Pandas, MongoDB, others)
SQL (development, implementation and optimization)
Automation (Terraform, ARM Template)
LifeCycle Data Development
API (development and integration)
Distributed Data Processing
User stories
Databricks (a plus)
Kubernetes (a plus)


Primary Job Responsibilities:



Create and maintain an optimal data pipeline architecture to move, transform, and cleanse datafrom various sources into the correct data storage or processing systems
Design, develop and implement data packages for data warehousing or applications
Integrate data from various sources, both structured and unstructured, including databases, APIs, logs, and external datasets
Design, develop, and fine-tune machine learning models, including supervised, unsupervised, and deep learning models
Collect, clean, and preprocess data for model training, ensuring data quality and integrity
Deploy machine learning models into production environments, ensuring scalability and reliability.
Work with a team of developers with deep experience in data, distributed microservices, and full stack systems
Work with data management, data access (big data, data marts, etc.), programming, and data modeling; and familiar with analytic algorithms and applications
Provide technical support and problem resolution for related data service teams
Architect, deploy and maintain data models and schema to support analytics and reporting requirements
Develop and test scripts and exception handling processes based upon design
Create and maintain technical documentation to support the business application and data related processes
Troubleshoot to resolve operational and/or system problems";['communication', 'problem solving', 'creativity']
58;en;"Job Description

We have an exciting and rewarding opportunity for you to take your software engineering career to the next level.

As a Software Engineer III at JPMorgan Chase within the Infrastructure Platforms Team, you serve as a seasoned member of an agile team to design and deliver trusted market-leading technology products in a secure, stable, and scalable way. You are responsible for carrying out critical technology solutions across multiple technical areas within various business functions in support of the firm’s business objectives.

Job Responsibilities

Builds relationships with internal teams and clients and is passionate about unlocking value using AI and Machine learning
Demonstrates intellectual curiosity for solving difficult problems
Is a self-starter with technical knowledge and a hands on approach to using our data assets both efficiently and effectively
Develop approaches for understanding each individual client and their behavior to deliver highly impactful ML models
Develop, plan and execute analytical projects as an individual contributor and in teams.
Executes software solutions, design, development, and technical troubleshooting with ability to think beyond routine or conventional approaches to build solutions or break down technical problems
Creates secure and high-quality production code and maintains algorithms that run synchronously with appropriate systems

Required Qualifications, Capabilities, And Skills

Formal training or certification on data mining, quantitative research techniques, theories, principles, and practices and 3+ years applied experience.
Experience in: SQL; Python; AWS, GCP or Azure
Working with relational and non-relational databases; ML techniques including: regression, classification, time series, clustering, deep learning, hypothesis testing, cross validation, feature selection and feature extraction; NLP techniques including: topic modeling, entity extraction, summarization, and sentiment analysis;
Working with machine learning and natural language processing libraries such as: scikit-learn, tensor flow, pandas, nltk,; and Building data pipelines and deploying ML models and data visualization techniques.
Analytical thought leader - You can define the analytical agenda for projects, frame ambiguous business questions into analytical plans (e.g., assess data needs, source files, prepare data, create new features, evaluate quality, etc.), and execute.
Leadership - Primary focus of building something of significance. Willingness to roll up sleeves and do whatever it takes to achieve the goals.
Experience in developing, debugging, and maintaining code in a large corporate environment with one or more modern programming languages and database querying languages.

Preferred Qualifications, Capabilities, And Skills

Fluent in English
";['problem solving', 'leadership', 'project management', 'proactivity']
59;en;"Lean Tech is a fast-growing company located in Medellín, Colombia. We currently have one of the most prominent networks within the entertainment, financial, and logistics industries. Our corporate projections represent hundreds of opportunities for our professionals to grow and boost their careers. Working with us means collaborating with large engineering teams across Latin America and the United States.

We are currently looking for an experienced, dynamic, and highly motivated Machine Learning Engineer with a mix of strong technical expertise, engineering best practices, business engagement, hands-on architecture, project delivery, and cross-team collaboration. In addition, the candidate ought to have a passion for inspiring and mentoring junior engineers with varying levels of experience.
In particular, as a Python engineer in the Data Science team, you should possess an in-depth knowledge of object-relational mapping, experience with server-side logic, and knowledge of Python programming/scripting. You should have a good understanding of machine learning models and data science concepts. You also will be responsible for writing and testing scalable code, developing back-end components, and integrating user-facing elements in collaboration with other developers.
If you understand how to balance speed, long-term scalability, and performance, want to contribute ideas, and be part of a small team building a lot of things from scratch, this may be the opportunity for you.⚡ What you'll do
Build services that are part of our proprietary decision engine—the core of Company's product

Develop statistical machine learning models and data pipelines to serve Company's decision engine

Collaborate with the development team to design, develop, and maintain high-quality software solutions in Python

Write clean, efficient, and maintainable code, following best practices and coding standards

Work on database design and interact with relational databases using ORMs, such as SQLAlchemy and Django

Understand, analyze, and implement business needs, feature modification requests and conversion into software components

Implement and maintain unit tests using frameworks like Unittest, pytest, and Behave to ensure code reliability

Write technical documentation, lead code reviews and pair programming sessions

Be a technical leader within the team you work with and within Company in general

Engage in discussions to provide insights into business, and technical decisions and project updates

🎯 What we're looking for
6+ years of experience as a Python Developer

English Level Required B2+
Experience using various Python libraries, like Pandas, SciPy, and tools, such as Jupyter

Experience in developing AI/ML and data science modules

Strong understanding of relational databases and experience with ORMs (SQLAlchemy and Django)

Proficiency in unit testing frameworks such as Unittest, pytest, and Behave

Proficient understanding of code versioning tools such as GitHub

Excellent problem-solving and critical-thinking skills

A responsible and dedicated individual with a keen attention to detail

Strong communication and collaboration skills

Bachelor's degree in Computer Science, Computer Engineering, or related field

👍🏼 Nice to have
Experience working with Docker

Familiarity with AWS services, like ECS, EC2, RDS, SQS, S3, etc., and experience using boto

Experience in developing data engineering pipelines & ETL jobs

Preference for candidates with startup experience and a diverse range of roles in their career

🤗 Who you are
Excellent verbal communication skills

Strong attention to detail

Have an extreme ownership mindset

Being a team player

Comfortable with working unsupervised";['communication', 'teamwork', 'attention to detail', 'leadership', 'proactivity', 'mentoring/teaching']
60;en;"Dive into a world where code meets creativity and each line you write has the potential to spark digital life into the most advanced AIs. We're not just a company, we're a global tech phenomenon, piecing together the future of engrossing chatbots straight out of science fiction. We're on the hunt for a Python Developer — a sharp coder with a taste for agility, scalability, and all things AI. If you’re a modern-day tech artisan eager to embark on projects peppered with AI, ML, and collaborative innovation, you've found your arena.


Your Adventure Awaits:



Craft high-caliber, resilient code that adapts like AI and scales like cloud infrastructure.
Engage in rigorous code reviews keeping an eye out for the pristine standard of clean and efficient codebases.
Deploy cutting-edge Python libraries to deconstruct and streamline complex challenges with grace.
Be the guardian of your code, ensuring it's not just functional but is a beacon of industry best practices for data-driven AI development.


Your Toolkit and Talents:



Proudly holding a tech decree, supplemented by continuous skill upgrades in the tech sphere.
With 3+ years as a software sage, Python is your staff of power with which you weave backend magic.
You've got fine-tuned expertise in Python, firing up data models, machine learning wizardry, and seamless API concoctions.
Adept in SQL with the QA acumen that places you at the heart of the DevSecOps revolution.
Familiarity with CI/CD, unit testing, and a history of conquered bugs will set you apart as a candidate of legend.
You thrive on solving algorithmic puzzles, transforming towering data sets into digestible insights.
If cloud platforms and container orchestration sing your song, consider us already charmed.
Your software development achievements aren't just noted; they echo in the valleys of tech lore.
You're so well-versed in English, you're unofficially the Rosetta Stone between geeks and mortals.


Unique Perks and Opportunities:



Collaborate with illustrious researchers and innovators from every corner of the globe, building a network that’s as expansive as your ambitions.
This is more than a job; it’s a digital nomad's dream with full remote flexibility. Work where you thrive.
Enjoy a competitive salary paid in USD, ensuring you benefit from a global standard.
Work on breakthrough projects that bend the boundaries of tech, consistently pushing you to the vanguard of industry innovation.
Rise with Us: Answer the call to invent the intelligence that will define tomorrow’s conversational AI. Let's turn what if into what is together! 🚀
";['communication', 'teamwork', 'creativity', 'adaptability']
61;en;"Python Developer Wanted: Help Us Engineer the Conversational Bots of the Future!



Are you intrigued by the potential of artificial intelligence to unlock new ways we interact with technology? We’re a cutting-edge company on a mission to develop intelligent chatbots that aren't just innovative but are a leap forward in how we experience learning and entertainment through conversation. We're scouting for a talented Python Developer who thrives in an inventive and fast-evolving landscape, someone ready to leave their mark on the AI world.


The Role Awaits:



Develop durable, clear-cut code that will be a backbone for our AI-driven products.
Take part in detailed code reviews ensuring we uphold the high bar for quality and functionality.
Leverage Python to devise solutions to intricate challenges, showcasing your coding finesse.
Produce code that’s not just functional but is carefully documented and constructed with future expansion in focus.


Your Credentials:



Completed a Bachelor's or Master's degree in Engineering or Computer Science, or demonstrate equivalent professional experience.
Have a minimum of 3 years of shaping software with a focus on Python development.
Proficient in Python with expertise in its application to data science and machine learning initiatives.
Adept in SQL and have an understanding of the essentials of QA.
Bonus points for hands-on experience with software testing strategies and frameworks.
Known for your aptitude in problem-solving, particularly in crafting algorithms.
Background in data science or data engineering is massively favorable.
A proven track record of building sleek, operable software applications.
The fluent, articulate communicator in English, both verbal and written.


Why You'll Love Working With Us:



Engage and learn from top-tier researchers and developers from every part of the world, all from the comfort of your home.
Revel in the freedom of remote work — find productivity in your personal haven.
Receive a competitive salary that matches global standards, with the assurance of US dollars.
Dive into boundary-pushing projects that will routinely challenge and excite you, keeping you at the cutting edge of tech advancements.
Join Our Journey: If you’re driven to shape the way we interact with machines and eager to contribute to the next wave of AI advancements, we're waiting for you.";['creativity']
62;en;"Who we are?

Clip is changing the way payments work in Mexico! We are empowering people to exchange value directly from a mobile device. Clip enables anyone to accept card payments, at any time, and anywhere by turning your smartphone or tablet into a card terminal. We're a well-funded quickly growing FinTech startup. We are the leaders in our market and are accelerating to extend our lead and move into new markets.

The Role:

We are looking for a Data Engineer to be part of this amazing and fast – growing fintech and will be part of the team responsible for all of the data in the company used to support and implement Clip's mission. This Data Engineer work will be focused closely with product managers within the Product & Technology department as well as other leaders throughout the company to turn data into critical information and knowledge, he/she needs to be a creative thinker with a strong desire to learn and improve. A successful Data Engineer at Clip would propose innovative ways to look at problems by using data manipulation and engineering techniques, while proving that their projects bring value to the company, and they will directly impact business and product decisions for the future of Clip. This candidate must have strong written and verbal communications skills in both English and Spanish and be willing to continue learning and loving technology.

What will I do?

Work as part of a team developing in Python using Agile development methods.
Contribute to team and organizational improvements in process and infrastructure.
Work in the Data team and with the Architecture and DevOps teams to design and build efficient and fault tolerant data pipelines.
Create and populate data lakes and a data warehouse to facilitate data analysis and data science projects. 
Effectively use tools and ingenuity to identify and fix defects before they become a problem.
Invent new things and create world-changing software

Ideal Candidate:

Skills and experience in using Spark and Databricks.
Proficient in Python.
Proficient in OO methodologies, Agile development, design patterns, unit testing, and other software engineering principles and processes. 
Experience with AWS tools such as Redshift, Athena, Lambda, and Kinesis is a plus.
Experience with developing data pipelines, data lakes, and data warehousing solutions.

In Clip, we are committed to a diverse and inclusive workplace. Clip does not discriminate under any basis of origin, gender, gender identity, sexual orientation, race, disability, age or other legal status. Clip is an equal opportunity employer.If you are unstoppable, creative and have the skills we need, we want to hear from you!";['creativity', 'attention to detail', 'analytical skills', 'project management']
63;en;"Caylent is a cloud native services company that helps organizations bring the best out of their people and technology using Amazon Web Services (AWS). We provide a full-range of AWS services including: workload migrations & modernization, cloud native application development, DevOps, data engineering, security & compliance and everything in between. At Caylent, our people always come first.


We are a fully remote global company with employees in Canada, the United States and Latin America. We celebrate the culture of each of our team members and foster a community of technological curiosity. Come talk to us to learn more about what it means to be a Caylien!


The Mission


At Caylent, a Senior Machine Learning Architect works as an integral part of a cross-functional delivery team to design and document machine learning solutions on the AWS cloud for our customers. We are looking for someone that has a strong understanding of the various model types and tools, and can help our customers connect their business goals with the details of feature design, model training and inference. You will also have a weekly 1:1 with your manager to help guide you in your career and make the most of your time at Caylent.


Your Assignment


Work with a team to deliver machine learning solutions on AWS for customers
Decompose business goals into architecture and Sprint-level tasks
Having had thorough hands on experience, lead engineers in building solutions
Participate in daily standup meetings and address technical issues
Design and document ML models, MLOps, and analytics
Big data processing and preparation of training data for models


Your Qualifications


At least 7 years of hands on experience in most of these ML tools/techniques:
Build ML models in SageMaker
Build ML models in frameworks like Tensorflow & PyTorch and deploy in SageMaker
Train and deploy AWS pre-trained AI Services and Foundational Models
Build and optimize models using feature definition, activation functions, hyperparameter tuning and other techniques
Integrate ML models into real-time applications and batch workflows, recommend better infrastructure design and optimization
Monitor, evaluate and continuously improve model performance, as well as automate these tasks using one or more tools for MLOps
Hands on experience in these data engineering tools/techniques:
Data integration, cleansing, transformation, and visualization using Python packages, SQL, PySpark etc.
AWS services such as Glue, EMR, Athena, DynamoDB, StepFunctions, EKS etc
Experience with an IaC tool such as CloudFormation, CDK or Terraform
Excellent written and verbal communication skills


Benefits


Pay in USD
100% remote work
Generous holidays and flexible PTO
Competitive phantom equity
Paid for exams and certifications
Peer bonus awards
State of the art laptop and tools
Equipment & Office Stipend
Individual professional development plan
Annual stipend for Learning and Development
Work with an amazing worldwide team and in an incredible corporate culture


Caylent is a place where everyone belongs. We celebrate diversity and are committed to creating an inclusive environment for all employees. Our approach helps us to build a winning team that represents a variety of backgrounds, perspectives, and abilities. So, regardless of how your diversity expresses itself, you can find a home here at Caylent.


We are proud to be an equal opportunity employer. We prohibit discrimination and harassment of any kind based on race, color, religion, national origin, sex (including pregnancy), sexual orientation, gender identity, gender expression, age, veteran status, genetic information, disability, or other applicable legally protected characteristics. If you would like to request an accommodation due to a disability, please contact us at hr@caylent.com.";['communication', 'problem solving']
64;en;"About NCR

NCR Corporation (NYSE: NCR) is a leader in transforming, connecting and running technology platforms for self-directed banking, stores and restaurants. NCR is headquartered in Atlanta, Ga., with 38,000 employees globally. NCR is a trademark of NCR Corporation in the United States and other countries.

Título: Data Systems Engineer

Localidad: Argentina - Virtual

Grado: 10

Resumen De La Posición

Será responsable de diseñar, implementar, optimizar y administrar bases de datos. Automatización de procesos y reportes.

Tareas Laborales Diarias

Análisis de datos recurrentes y/o específicos. 
Creación y automatización de reportes. 
Trabajo en conjunto con áreas de desarrollo y Analytics. 

Requisitos Básicos

Experiencia en base de datos SQL y NoSQL. 
 Experiencia en puestos similares. 
Nivel de inglés B2/C1 (deseable)
Experiencia en Python. (deseable)
Experiencia en Estructura de Azure (deseable)
Experiencia en Databrick. (desable)
Experiencia de Reporting Services (deseable)
Experiencia en Administración de Servidores Windows / Linux. (desable)

Offers of employment are conditional upon passage of screening criteria applicable to the job.

EEO Statement

Integrated into our shared values is NCR's commitment to diversity and equal employment opportunity. All qualified applicants will receive consideration for employment without regard to sex, age, race, color, creed, religion, national origin, disability, sexual orientation, gender identity, veteran status, military service, genetic information, or any other characteristic or conduct protected by law. NCR is committed to being a globally inclusive company where all people are treated fairly, recognized for their individuality, promoted based on performance and encouraged to strive to reach their full potential. We believe in understanding and respecting differences among all people. Every individual at NCR has an ongoing responsibility to respect and support a globally diverse environment.

Statement to Third Party Agencies

To ALL recruitment agencies: NCR only accepts resumes from agencies on the NCR preferred supplier list. Please do not forward resumes to our applicant tracking system, NCR employees, or any NCR facility. NCR is not responsible for any fees or charges associated with unsolicited resumes.";['problem solving']
65;es;"En Mercado Libre estamos democratizando el comercio, el dinero y los pagos en América Latina.
 
Imagínate emprendiendo proyectos desafiantes, dinámicos e innovadores y siendo responsable de:

 
Crear, desarrollar e implementar soluciones nuevas y escalables para problemáticas transversales a la organización, con base en técnicas de estadística, Data Science y Machine Learning.
Obtener, procesar y analizar grandes volúmenes de datos provenientes de diversas fuentes y extraer insights de interés.
Diseñar, entrenar y evaluar modelos de Machine Learning capaces de adaptarse a entornos productivos complejos y establecer las mejores prácticas de desarrollo de software, a fin de asegurar procesos eficientes y automatizados.
Participar de reuniones con diferentes stakeholders, interpretar los requerimientos y proveer herramientas de visualización que simplifiquen la comunicación con interlocutores, tanto técnicos como de negocio.
Interactuar con los equipos de ingeniería al momento de desplegar, monitorear y mantener los modelos en producción.
 
Requisitos:

 
Contar con 4 años de experiencia trabajando en proyectos de Machine Learning o Data Science. 
Haber participado en la implementación de soluciones con Machine Learning en entornos productivos. 
Poseer conocimientos en tecnologías vinculadas a Machine Learning; librerías del stack, como Python, Numpy, Pandas, Scikit-Learn, Matplotlib; frameworks de Deep Learning, como TensorFlow, Keras, PyTorch, y bases de datos relacionales y distribuidos, como Redshift, Teradata, Hive, Presto y BigQuery, entre otros. 
Residir en cualquier localidad de Argentina.
 
Tecnología es la esencia de nuestro producto. Nuestros equipos de desarrollo, arquitectura, base de datos, user experience, seguridad informática y data & analytics co-crean y son responsables de la plataforma líder de e-commerce de América Latina y de uno de los sitios de mayor tráfico en todo el mundo. En una industria que se reinventa día a día, nuestros equipos son reconocidos por su visión y liderazgo. Desde aplicaciones móviles a machine learning, nuestra innovación tiene un claro foco: simplificarle la vida a quien utiliza nuestros productos.
 
Te proponemos:

 
Ser parte de una compañía con espíritu emprendedor en la que nos encanta pensar en grande y a largo plazo.
Ser protagonista de tu desarrollo en un ambiente de oportunidades, aprendizaje, crecimiento, expansión y proyectos desafiantes. 
Compartir y aprender en equipo junto a grandes profesionales y especialistas.
Un excelente clima de trabajo, con todo lo necesario para que vivas una gran experiencia. :)
 
 *La tarea puede llevarse a cabo de manera remota, con opción de presencialidad.

 
 
En Mercado Libre trabajamos para promover una cultura inclusiva, que busca la equidad y valora las diferentes perspectivas. Esto se traduce en género, religión, personas con discapacidad, LGBTQ+, etnia y diversidad de experiencias. Trabajamos todas nuestras búsquedas con base en esta premisa. ¡Súmate a nuestro equipo!";['comunicación', 'creatividad', 'adaptabilidad', 'liderazgo', 'habilidades analíticas']
66;en;"At Kin + Carta, we’ve got opportunities to offer you — for growth, for leadership, for big, world-changing impact and for, dare we say it, fun. We are a global workforce that is committed to building a world that works better for everyone. And that starts with our Kin. That’s why we’re proud of:


The life we create within our virtual walls, every day
Our B Corp certification
Our ranking in Consulting Magazine's 2022 “Best Large Firms to Work For”
The work we’ve done with some of the world’s most innovative companies


The role

Ideal candidates will have strong quantitative backgrounds and analytical discipline. While they will have some demonstrated ability to write code, they will not have learned programming languages for the sake of building their resume, but rather as a means to express their intellectual curiosity and analytical voice. Kin + Carta will provide a platform and training to help them reach their full potential.

Kin + Carta is looking to hire a Data Engineer to join our growing capabilities team. If you are innovative, passionate about data and AI technologies, and look to continually learn and enjoy sharing expertise, read on!

Role responsibilities


Analyze a collection of raw data sets to create meaningful impact to large enterprise clients while maintaining a high degree of scientific rigor and discipline.
Engineer data pipelines and products to help stakeholders make and execute data driven decisions.
Communicate analytical findings in an intuitive and visually compelling way.
Creating highly visual and interactive dashboards via Tableau, PowerBI, or custom web applications
Conducting deep dive analysis and designing KPIs to help guide business decisions and measure success
Engineering data infrastructure, software libraries, and APIs supporting BI and ML data pipelines
Architecting cloud data platform components enabling the above
Building and tracking project timelines, dependences, and risks
Gathering stakeholder requirements and conducting technical due diligence toward designing pragmatic data-driven business solutions


Minimum Qualifications

We want all new hires to succeed in their roles at Kin + Carta. That's why we've outlined the job requirements below. To be considered for this role, it's important that you meet all Minimum Qualifications. If you do not meet all of the Preferred Qualifications, we still encourage you to apply.


Proven industry experience executing data engineering, analytics and/or data science projects or Bachelors/Masters degree in quantitative studies including Engineering, Mathematics, Statistics, Computer Science or computation-intensive Sciences and Humanities.
Proficiency (can execute data ingestion to insight) in programmatic languages such as SQL, Python, R
5 years of experience working in similar roles. 


Preferred Qualifications


Proficiency in visualization/reporting tools such as Tableau and PowerBI or programmatic visualization library such as R ggplot2, Python matplotlib/seaborn/bokeh, Javascript D3.
Proficiency scripting in UNIX environment
Proficiency in big data environments and tools such as Spark, Hive, Impala, Pig, etc. 
Proficiency with cloud architecture components (AWS, Azure, Google)
Proficiency with data pipeline software such as Airflow, Luigi, or Prefect
Ability to turn raw data and ambiguous business questions into distilled findings and recommendations for action
Experience with statistical and machine learning libraries along with the ability to apply them appropriately to business problems
Proficiency in front and back-end web application development stacks and frameworks (Javascript, HTML, CSS, React/Vue/AngularJS) including API design (REST/GraphQL) and library development 
Experience leading and managing technical data/analytics/machine learning projects


About Kin + Carta

Kin + Carta is a global digital transformation consultancy committed to working alongside our clients to build a world that works better #ForEveryone. We build digital solutions that connect people, data and technology for some of the world’s most influential companies. As a Certified B Corp, we are committed to Inclusion, Diversity, Equity and Awareness, and our triple bottom line focus of people, the planet and profit.

If you need accommodations at any point in the application or interview process, please let us know.";['communication', 'problem solving', 'creativity', 'leadership', 'proactivity']
67;es;"Hola! 🙋


¿Todavía no conoces HIBERUS TECNOLOGÍA? Somos una empresa de #tecnología construida con un ingrediente diferencial, la HIPERESPECIALIZACIÓN.


Formar parte de Hiberus significa crecimiento, pasión por la tecnología, interés por la innovación, ambiente laboral flexible y colaborativo, compañerismo, aprendizaje, formación continua, motivación y superación ante nuevos retos...y esto es solo el principio.
Somos más de 2.500 profesionales y no paramos de crecer!🙌
Actualmente contamos con más de 20 delegaciones en puntos estratégicos de España, tenemos presencia en 10 países europeos, sede en Marruecos, Argentina, Colombia, Ecuador, Mexico y en EEUU.


Trabajamos muy duro, para transformar nuestra vida a través de la tecnología y queremos contar contigo para seguir creciendo. Si lo tuyo es el mundo IT, te gusta estar al día en las últimas tecnologías y quieres asumir un nuevo reto profesional ¡Sigue leyendo, te estamos buscando!


🔎¿Qué estamos buscando?

Buscamos especialistas en procesamiento de datos con Spark y Scala que quieran incorporarse al equipo y ser parte de grandes proyectos nacionales e internacionales.
Buscamos una persona que nos ayude a seguir creciendo, con ganas de aportar y seguir evolucionando de la mano de los mejores profesionales, pero sobre todo... ¡en Hiberus buscamos buena gente!😉


📋🖋️Habilidades y requisitos

Al menos 2 años de experiencia en big data (spark, hadoop, hive, kafka)
Amplia experiencia programando con Spark/Scala
Experiencia con BBDD (SQL, Postgres, mysql...)
Experiencia trabajando con herramientas devops (git, jenkins, sonar, nexus, jira, splunk)


Y además sería un plus si tienes experiencia con...
AWS
Visualización de datos
Flink, hbase
Machine learning


🙌¿Qué te ofrecemos?

💼 Contrato indefinido en una compañía puramente tecnológica, que forma parte de un gran grupo, solvente y en crecimiento.
💰 Salario fijo competitivo + bonificación
🏡 100% Remoto desde nuestras sedes en Argentina, México, España, UK, Alemania, Italia, USA.
🏖️ Ambiente familiar, cercano, ¡como una gran familia!
⏰ Conciliación con nuestra vida personal y laboral mediante horario flexible, acuerdos de teletrabajo, desconexión digital, jornada intensiva viernes y verano.
🤙 Cultura “techie”, nos gusta estar en contacto con la tecnología, herramientas, y últimas novedades!
📚 ¡Formación! Siempre que quieras, disfrutarás de un amplio catálogo de cursos formativos, adaptados a tu perfil profesional, inquietudes y novedades del sector. Para ello, pondremos a tu disposición todo el potencial de nuestra Hiberus University y los acuerdos con los principales fabricantes.
💳 ¡Benefíciate! Programa de retribución flexible a medida: seguro médico, tarjeta de transporte público, cheques guardería, tarjeta restaurante, etc.


En Hiberus estamos viviendo un crecimiento explosivo 💥 y queremos que formes parte de nuestro equipo.
Suena bien, ¿verdad? Si quieres saber más, ¡inscríbete y te contamos!
Si quieres saber más busca nuestros hashtag #somoshiberus #lascosasocurrenaquí y conoce todo lo que hacemos.
";['trabajo en equipo', 'creatividad']
68;en;"We are seeking a skilled AWS Developer with a strong background in Python and JSON to join our team. The ideal candidate will be responsible for developing and implementing innovative chatbot solutions using AWS services, with a focus on text-to-speech capabilities.
This role involves leveraging a variety of AWS tools and technologies to create efficient, scalable, and effective chatbot applications.


Candidates must be fluent in English and Spanish, both written and spoken. Only resumes in English will be considered.



Responsibilities:
Design and develop chatbot solutions using Amazon Lex, integrating voice and text functionalities.
Implement text-to-speech features using Amazon Polly and other relevant AWS services.
Work with AWS Lambda for serverless application development.
Utilize AWS AI services such as Transcribe, Kendra, Textract, Rekognition, Comprehend, and Cognito for enhanced chatbot functionalities.
Develop and maintain Lex intents and enhance chatbot designs using tools like Streamlit and OpenChatkit.
Apply machine learning techniques using Amazon SageMaker, Anthropic, and OpenAI GPT for natural language understanding (NLU) and processing.
Collaborate with cross-functional teams to integrate chatbot solutions into broader systems.
Optimize applications for maximum speed and scalability, ensuring best practices in security and data protection.
Provide innovative solutions to complex technical problems, demonstrating excellent problem-solving skills.


Requirements

2+ years of experience working with AWS cloud services.
Proficiency in Python programming and JSON data format.
Demonstrated experience in developing chatbot solutions.
Strong understanding of AI, ML, and NLU principles.
Excellent problem-solving abilities and a results-oriented mindset.


Desirable Experience



Experience with Amazon Lex V1/V2, Amazon Polly, Amazon Lambda, AWS Transcribe, Kendra, Textract, Rekognition, Comprehend, and Cognito.
Familiarity with chatbot design, modeling, and implementation using Streamlit, OpenChatkit, and similar tools.
Knowledge of AWS Machine Learning, IBM Watson, VoiceFlow, and other relevant technologies.
Understanding of confidence scoring in AI applications.
Knowledge of contact center environment / operations.
Realtime application development such as voice and video
Education
Bachelor's degree in Computer Science, Information Technology, or related field (preferred but not mandatory).
Strong communication and teamwork skills.
Eagerness to learn new technologies and stay updated with the latest industry trends.
AWS certification is a plus but not a requirement.";['communication', 'teamwork', 'creativity']
